expt_id,group_id,network_error_repeat,participant_id,participation_duration,response_correct,response_mode,response_name,response_rt,response_target,response_type,response_value,session_id,stimuli_presented,trial_duration,trial_num,trial_template,server,presentation_order,age
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,,,,,,,,61337343e2e86d88d1391f15,Welcome,3441,1,Welcome,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,,,openquestion,22265,,text-response,F,61337343e2e86d88d1391f15,gender,22274,2,Demographics,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,,,openquestion,6138,,text-response,56,61337343e2e86d88d1391f15,age,6145,3,Demographics,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,,,openquestion,20576,,text-response,highschool,61337343e2e86d88d1391f15,education,20581,4,Demographics,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,,,openquestion,26727,,text-response,corum,61337343e2e86d88d1391f15,birth,26735,5,Demographics,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,,,openquestion,15722,,text-response,istanbul,61337343e2e86d88d1391f15,grow,15730,6,Demographics,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,,,openquestion,14864,,text-response,turkish,61337343e2e86d88d1391f15,motherstongue,14871,7,Demographics,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,,,openquestion,12864,,text-response,turkish,61337343e2e86d88d1391f15,dadstongue,12870,8,Demographics,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,,,openquestion,12049,,text-response,turkish,61337343e2e86d88d1391f15,languagesathome,12053,9,Demographics,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,,,openquestion,8774,,text-response,no,61337343e2e86d88d1391f15,langotherturk,8778,10,Demographics,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,,,openquestion,10614,,text-response,no,61337343e2e86d88d1391f15,otherspokenlanguages,10621,11,Demographics,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,,,openquestion,16170,,text-response,no,61337343e2e86d88d1391f15,diagnosis,16174,12,Demographics,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,,,,,,,,61337343e2e86d88d1391f15,TrainingInstruction,132646,13,TrainingInstruction,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,TRUE,keypress,respTraining1,7857,['Furkan'],choice-response,Furkan,61337343e2e86d88d1391f15,Training1,17184,14,Training,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,TRUE,keypress,respTraining2,33774,['otobus'],choice-response,otobus,61337343e2e86d88d1391f15,Training2,46989,15,Training,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,TRUE,keypress,respTraining3,1499,['yuruyus'],choice-response,yuruyus,61337343e2e86d88d1391f15,Training3,11490,16,Training,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,TRUE,keypress,respTraining4,4061,['cocuk'],choice-response,cocuk,61337343e2e86d88d1391f15,Training4,9114,17,Training,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,,,,,,,,61337343e2e86d88d1391f15,ExperimentBegins,31652,18,ExperimentBegins,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,TRUE,keypress,resp_sovm3_elektrikci_tesisatciyi_ovdu_2a_01_26,5987,['elektrikci'],choice-response,elektrikci,61337343e2e86d88d1391f15,sovm3_elektrikci_tesisatciyi_ovdu_2a_01,9702,19,SOVM3_2a,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,TRUE,keypress,resp_sovu3_abla_kardes_cekistirdi_2a_01_38,3416,['abla'],choice-response,abla,61337343e2e86d88d1391f15,sovu3_abla_kardes_cekistirdi_2a_01,7389,20,SOVU3_2a,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,TRUE,keypress,resp_ovsu4_sincap_kokladi_tavsan_2d_01_24,4307,['tavsan'],choice-response,tavsan,61337343e2e86d88d1391f15,ovsu4_sincap_kokladi_tavsan_2d_01,7022,21,OVSU4_2d,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,TRUE,keypress,resp_ovsm2_adami_aldatti_kadin_2a_01_09,4978,['adam'],choice-response,adam,61337343e2e86d88d1391f15,ovsm2_adami_aldatti_kadin_2a_01,7346,22,OVSM2_2a,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,TRUE,keypress,resp_sovm8_baba_oglu_utandirdi_2a_01_42,4113,['baba'],choice-response,baba,61337343e2e86d88d1391f15,sovm8_baba_oglu_utandirdi_2a_01,6680,23,SOVM8_2a,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,TRUE,keypress,resp_sovm8_kedi_fareyi_gordu_2b_01_21,4351,['fare'],choice-response,fare,61337343e2e86d88d1391f15,sovm8_kedi_fareyi_gordu_2b_01,7507,24,SOVM8_2b,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,FALSE,keypress,resp_ovsu2_adam_aldatti_kadin_2b_01_09,2652,['adam'],choice-response,kadin,61337343e2e86d88d1391f15,ovsu2_adam_aldatti_kadin_2b_01,6501,25,OVSU2_2b,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,TRUE,keypress,resp_ovsm4_yetiskini_aradi_cocuk_2b_01_04,4777,['cocuk'],choice-response,cocuk,61337343e2e86d88d1391f15,ovsm4_yetiskini_aradi_cocuk_2b_01,8469,26,OVSM4_2b,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,TRUE,keypress,resp_ovsm1_komutani_suzdu_mufettis_2a_01_12,3911,['mufettis'],choice-response,mufettis,61337343e2e86d88d1391f15,ovsm1_komutani_suzdu_mufettis_2a_01,6555,27,OVSM1_2a,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,TRUE,keypress,resp_catch1_sovu52c,6591,['temizlikci'],choice-response,temizlikci,61337343e2e86d88d1391f15,sovu5_usak_temizlikci_gozetledi_2c_01,9398,28,catch1_sovu52c,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,FALSE,keypress,resp_ovsm2_oglani_sevdi_kiz_2c_01_23,5329,['oglan'],choice-response,kiz,61337343e2e86d88d1391f15,ovsm2_oglani_sevdi_kiz_2c_01,7535,29,OVSM2_2c,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,TRUE,keypress,resp_sovm5_buyukbaba_cocugu_izledi_2b_01_40,2795,['buyukbaba'],choice-response,buyukbaba,61337343e2e86d88d1391f15,sovm5_buyukbaba_cocugu_izledi_2b_01,5298,30,SOVM5_2b,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,FALSE,keypress,resp_ovsu6_baskan_kurtardi_bakan_2d_01_27,4386,['baskan'],choice-response,bakan,61337343e2e86d88d1391f15,ovsu6_baskan_kurtardi_bakan_2d_01,6741,31,OVSU6_2d,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,TRUE,keypress,resp_sovm4_tacir_hirsizi_bicakladi_2b_01_19,2680,['hirsiz'],choice-response,hirsiz,61337343e2e86d88d1391f15,sovm4_tacir_hirsizi_bicakladi_2b_01,5472,32,SOVM4_2b,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,TRUE,keypress,resp_ovsm8_komsuyu_ayipladi_nine_2a_01_39,1853,['komsu'],choice-response,komsu,61337343e2e86d88d1391f15,ovsm8_komsuyu_ayipladi_nine_2a_01,4275,33,OVSM8_2a,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,TRUE,keypress,resp_sovu9_cocuk_yetiskin_aradi_2a_01_04,2434,['cocuk'],choice-response,cocuk,61337343e2e86d88d1391f15,sovu9_cocuk_yetiskin_aradi_2a_01,4826,34,SOVU9_2a,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,TRUE,keypress,resp_sovm4_sporcu_isadamini_kucumsedi_2d_01_02,4860,['sporcu'],choice-response,sporcu,61337343e2e86d88d1391f15,sovm4_sporcu_isadamini_kucumsedi_2d_01,8085,35,SOVM4_2d,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,TRUE,keypress,resp_ovsm1_baskani_kurtardi_bakan_2c_01_27,4647,['baskan'],choice-response,baskan,61337343e2e86d88d1391f15,ovsm1_baskani_kurtardi_bakan_2c_01,6890,36,OVSM1_2c,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,TRUE,keypress,resp_ovsm4_sairi_yerdi_romanci_2a_01_08,2793,['romanci'],choice-response,romanci,61337343e2e86d88d1391f15,ovsm4_sairi_yerdi_romanci_2a_01,6006,37,OVSM4_2a,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,FALSE,keypress,resp_sovu2_tacir_hirsiz_bicakladi_2c_01_19,3538,['hirsiz'],choice-response,tacir,61337343e2e86d88d1391f15,sovu2_tacir_hirsiz_bicakladi_2c_01,6816,38,SOVU2_2c,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,FALSE,keypress,resp_ovsu7_ormanci_korkuttu_geyik_2d_01_30,2249,['geyik'],choice-response,ormanci,61337343e2e86d88d1391f15,ovsu7_ormanci_korkuttu_geyik_2d_01,4651,39,OVSU7_2d,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,TRUE,keypress,resp_catch2_sovm12a,6220,['tavsan'],choice-response,tavsan,61337343e2e86d88d1391f15,sovm1_tavsan_sincabi_kokladi_2a_01,8677,40,catch2_sovm12a,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,TRUE,keypress,resp_sovm3_simitci_bufeciyi_kandirdi_2d_01_06,1782,['simitci'],choice-response,simitci,61337343e2e86d88d1391f15,sovm3_simitci_bufeciyi_kandirdi_2d_01,4721,41,SOVM3_2d,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,TRUE,keypress,resp_sovu1_delikanli_kadin_etkiledi_2d_01_15,6533,['kadin'],choice-response,kadin,61337343e2e86d88d1391f15,sovu1_delikanli_kadin_etkiledi_2d_01,9418,42,SOVU1_2d,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,TRUE,keypress,resp_sovu6_nine_komsu_ayipladi_2d_01_39,3173,['komsu'],choice-response,komsu,61337343e2e86d88d1391f15,sovu6_nine_komsu_ayipladi_2d_01,5912,43,SOVU6_2d,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,TRUE,keypress,resp_ovsu9_temizlikci_gozetledi_usak_2a_01_18,4079,['usak'],choice-response,usak,61337343e2e86d88d1391f15,ovsu9_temizlikci_gozetledi_usak_2a_01,7182,44,OVSU9_2a,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,TRUE,keypress,resp_sovu7_bahcivan_copcu_sasirtti_2d_01_10,7133,['bahcivan'],choice-response,bahcivan,61337343e2e86d88d1391f15,sovu7_bahcivan_copcu_sasirtti_2d_01,9918,45,SOVU7_2d,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,TRUE,keypress,resp_ovsm7_okuzu_kovaladi_esek_2b_01_05,3520,['okuz'],choice-response,okuz,61337343e2e86d88d1391f15,ovsm7_okuzu_kovaladi_esek_2b_01,6021,46,OVSM7_2b,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,FALSE,keypress,resp_sovu2_prenses_prens_optu_2d_01_13,4109,['prens'],choice-response,prenses,61337343e2e86d88d1391f15,sovu2_prenses_prens_optu_2d_01,6723,47,SOVU2_2d,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,FALSE,keypress,resp_ovsu1_kardes_cekistirdi_abla_2c_01_38,7067,['abla'],choice-response,kardes,61337343e2e86d88d1391f15,ovsu1_kardes_cekistirdi_abla_2c_01,9614,48,OVSU1_2c,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,TRUE,keypress,resp_sovm7_amca_teyzeyi_simartti_2d_01_37,3248,['teyze'],choice-response,teyze,61337343e2e86d88d1391f15,sovm7_amca_teyzeyi_simartti_2d_01,5866,49,SOVM7_2d,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,TRUE,keypress,resp_ovsu8_yetiskin_aradi_cocuk_2c_01_04,6150,['cocuk'],choice-response,cocuk,61337343e2e86d88d1391f15,ovsu8_yetiskin_aradi_cocuk_2c_01,8681,50,OVSU8_2c,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,FALSE,keypress,resp_catch3_sovm12b,5204,['fil'],choice-response,aslan,61337343e2e86d88d1391f15,sovm1_zurafa_fili_kizdirdi_2b_01,7759,51,catch3_sovm12b,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,TRUE,keypress,resp_ovsu1_muzisyen_bosadi_manken_2d_01_28,2925,['manken'],choice-response,manken,61337343e2e86d88d1391f15,ovsu1_muzisyen_bosadi_manken_2d_01,5286,52,OVSU1_2d,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,TRUE,keypress,resp_sovu8_essek_okuz_kovaladi_2a_01_05,4387,['okuz'],choice-response,okuz,61337343e2e86d88d1391f15,sovu8_essek_okuz_kovaladi_2a_01,6883,53,SOVU8_2a,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,TRUE,keypress,resp_sovm1_koyun_kuzuyu_itti_2d_01_07,5738,['kuzu'],choice-response,kuzu,61337343e2e86d88d1391f15,sovm1_koyun_kuzuyu_itti_2d_01,8102,54,SOVM1_2d,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,TRUE,keypress,resp_sovm9_prenses_prensi_optu_2c_01_13,4382,['prens'],choice-response,prens,61337343e2e86d88d1391f15,sovm9_prenses_prensi_optu_2c_01,6996,55,SOVM9_2c,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,TRUE,keypress,resp_ovsu3_copcu_sasirtti_bahcivan_2b_01_10,7155,['copcu'],choice-response,copcu,61337343e2e86d88d1391f15,ovsu3_copcu_sasirtti_bahcivan_2b_01,9585,56,OVSU3_2b,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,TRUE,keypress,resp_ovsu6_teyze_simartti_amca_2c_01_37,8316,['teyze'],choice-response,teyze,61337343e2e86d88d1391f15,ovsu6_teyze_simartti_amca_2c_01,10615,57,OVSU6_2c,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,TRUE,keypress,resp_sovu9_zebra_aslan_farketti_2d_01_11,2948,['aslan'],choice-response,aslan,61337343e2e86d88d1391f15,sovu9_zebra_aslan_farketti_2d_01,5524,58,SOVU9_2d,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,TRUE,keypress,resp_ovsm9_cocugu_izledi_buyukbaba_2d_01_40,2634,['buyukbaba'],choice-response,buyukbaba,61337343e2e86d88d1391f15,ovsm9_cocugu_izledi_buyukbaba_2d_01,5048,59,OVSM9_2d,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,TRUE,keypress,resp_sovm2_romanci_sairi_yerdi_2c_01_08,3075,['romanci'],choice-response,romanci,61337343e2e86d88d1391f15,sovm2_romanci_sairi_yerdi_2c_01,5615,60,SOVM2_2c,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,TRUE,keypress,resp_ovsu3_gazeteci_gosterdi_editor_2a_01_17,4993,['gazeteci'],choice-response,gazeteci,61337343e2e86d88d1391f15,ovsu3_gazeteci_gosterdi_editor_2a_01,8955,61,OVSU3_2a,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,TRUE,keypress,resp_catch4_sovu72d,8559,['bahcivan'],choice-response,bahcivan,61337343e2e86d88d1391f15,sovu7_bahcivan_copcu_sasirtti_2d_01,11552,62,catch4_sovu72d,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,TRUE,keypress,resp_ovsu5_cocuk_izledi_buyukbaba_2a_01_40,3534,['buyukbaba'],choice-response,buyukbaba,61337343e2e86d88d1391f15,ovsu5_cocuk_izledi_buyukbaba_2a_01,6489,63,OVSU5_2a,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,TRUE,keypress,resp_sovm2_yetiskin_cocugu_aradi_2d_01_04,2857,['yetiskin'],choice-response,yetiskin,61337343e2e86d88d1391f15,sovm2_yetiskin_cocugu_aradi_2d_01,5354,64,SOVM2_2d,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,TRUE,keypress,resp_ovsm1_doktoru_getirdi_hemsire_2b_01_01,4517,['doktor'],choice-response,doktor,61337343e2e86d88d1391f15,ovsm1_doktoru_getirdi_hemsire_2b_01,7137,65,OVSM1_2b,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,TRUE,keypress,resp_ovsm1_kadini_karsiladi_adam_2d_01_20,3147,['adam'],choice-response,adam,61337343e2e86d88d1391f15,ovsm1_kadini_karsiladi_adam_2d_01,10694,66,OVSM1_2d,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,TRUE,keypress,resp_sovu4_zurafa_fil_kizdirdi_2c_01_16,7113,['zurafa'],choice-response,zurafa,61337343e2e86d88d1391f15,sovu4_zurafa_fil_kizdirdi_2c_01,10119,67,SOVU4_2c,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,FALSE,keypress,resp_sovu5_elektrikci_tesisatci_ovdu_2b_01_26,5894,['elektrikci'],choice-response,tesisatci,61337343e2e86d88d1391f15,sovu5_elektrikci_tesisatci_ovdu_2b_01,8868,68,SOVU5_2b,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,TRUE,keypress,resp_sovm2_kiz_oglani_sevdi_2a_01_23,3207,['oglan'],choice-response,oglan,61337343e2e86d88d1391f15,sovm2_kiz_oglani_sevdi_2a_01,5531,69,SOVM2_2a,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,FALSE,keypress,resp_ovsm7_komiseri_goturdu_polis_2a_01_14,3314,['polis'],choice-response,komiser,61337343e2e86d88d1391f15,ovsm7_komiseri_goturdu_polis_2a_01,6204,70,OVSM7_2a,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,TRUE,keypress,resp_sovm5_kadin_adami_aldatti_2c_01_09,3933,['adam'],choice-response,adam,61337343e2e86d88d1391f15,sovm5_kadin_adami_aldatti_2c_01,6250,71,SOVM5_2c,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,TRUE,keypress,resp_sovu8_balikci_kasap_azarladi_2b_01_29,2730,['kasap'],choice-response,kasap,61337343e2e86d88d1391f15,sovu8_balikci_kasap_azarladi_2b_01,5317,72,SOVU8_2b,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,TRUE,keypress,resp_catch5_ovsm22c,7917,['oglan'],choice-response,oglan,61337343e2e86d88d1391f15,ovsm2_oglani_sevdi_kiz_2c_01,10279,73,catch5_ovsm22c,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,TRUE,keypress,resp_sovm4_geyik_ormanciyi_korkuttu_2a_01_30,6756,['geyik'],choice-response,geyik,61337343e2e86d88d1391f15,sovm4_geyik_ormanciyi_korkuttu_2a_01,9364,74,SOVM4_2a,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,TRUE,keypress,resp_sovm9_manken_muzisyeni_bosadi_2a_01_28,4011,['manken'],choice-response,manken,61337343e2e86d88d1391f15,sovm9_manken_muzisyeni_bosadi_2a_01,6723,75,SOVM9_2a,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,TRUE,keypress,resp_sovu5_usak_temizlikci_gozetledi_2c_01_18,2047,['usak'],choice-response,usak,61337343e2e86d88d1391f15,sovu5_usak_temizlikci_gozetledi_2c_01,9075,76,SOVU5_2c,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,TRUE,keypress,resp_ovsu2_maymun_yakaladi_kaplan_2c_01_03,4485,['maymun'],choice-response,maymun,61337343e2e86d88d1391f15,ovsu2_maymun_yakaladi_kaplan_2c_01,7301,77,OVSU2_2c,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,FALSE,keypress,resp_ovsm5_kadini_etkiledi_delikanli_2a_01_15,4733,['kadin'],choice-response,delikanli,61337343e2e86d88d1391f15,ovsm5_kadini_etkiledi_delikanli_2a_01,7548,78,OVSM5_2a,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,TRUE,keypress,resp_sovu8_dayi_yegen_sevindirdi_2c_01_41,2341,['yegen'],choice-response,yegen,61337343e2e86d88d1391f15,sovu8_dayi_yegen_sevindirdi_2c_01,4941,79,SOVU8_2c,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,TRUE,keypress,resp_sovu1_taksici_minibuscu_oldurdu_2c_01_22,3223,['taksici'],choice-response,taksici,61337343e2e86d88d1391f15,sovu1_taksici_minibuscu_oldurdu_2c_01,5856,80,SOVU1_2c,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,TRUE,keypress,resp_sovu1_kiz_oglan_sevdi_2b_01_23,3382,['oglan'],choice-response,oglan,61337343e2e86d88d1391f15,sovu1_kiz_oglan_sevdi_2b_01,6061,81,SOVU1_2b,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,TRUE,keypress,resp_ovsm7_kasabi_azarladi_balikci_2c_01_29,4131,['kasap'],choice-response,kasap,61337343e2e86d88d1391f15,ovsm7_kasabi_azarladi_balikci_2c_01,7130,82,OVSM7_2c,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,TRUE,keypress,resp_sovm4_polis_komiseri_goturdu_2c_01_14,4516,['polis'],choice-response,polis,61337343e2e86d88d1391f15,sovm4_polis_komiseri_goturdu_2c_01,6976,83,SOVM4_2c,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,TRUE,keypress,resp_sovu9_geyik_ormanci_korkuttu_2b_01_30,2043,['geyik'],choice-response,geyik,61337343e2e86d88d1391f15,sovu9_geyik_ormanci_korkuttu_2b_01,5114,84,SOVU9_2b,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,TRUE,keypress,resp_ovsm4_yegeni_sevindirdi_dayi_2d_01_41,2918,['yegen'],choice-response,yegen,61337343e2e86d88d1391f15,ovsm4_yegeni_sevindirdi_dayi_2d_01,5699,85,OVSM4_2d,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,TRUE,keypress,resp_sovm1_tavsan_sincabi_kokladi_2a_01_24,3321,['tavsan'],choice-response,tavsan,61337343e2e86d88d1391f15,sovm1_tavsan_sincabi_kokladi_2a_01,6315,86,SOVM1_2a,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,TRUE,keypress,resp_ovsm6_temizlikciyi_gozetledi_usak_2d_01_18,2990,['usak'],choice-response,usak,61337343e2e86d88d1391f15,ovsm6_temizlikciyi_gozetledi_usak_2d_01,6486,87,OVSM6_2d,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,FALSE,keypress,resp_ovsu9_kadin_etkiledi_delikanli_2b_01_15,4701,['kadin'],choice-response,delikanli,61337343e2e86d88d1391f15,ovsu9_kadin_etkiledi_delikanli_2b_01,7629,88,OVSU9_2b,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,TRUE,keypress,resp_sovm1_zurafa_fili_kizdirdi_2b_01_16,1908,['zurafa'],choice-response,zurafa,61337343e2e86d88d1391f15,sovm1_zurafa_fili_kizdirdi_2b_01,5092,89,SOVM1_2b,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,FALSE,keypress,resp_ovsu4_kuzu_itti_koyun_2c_01_07,3351,['kuzu'],choice-response,koyun,61337343e2e86d88d1391f15,ovsu4_kuzu_itti_koyun_2c_01,5684,90,OVSU4_2c,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,TRUE,keypress,resp_catch6_ovsm12a,3495,['mufettis'],choice-response,mufettis,61337343e2e86d88d1391f15,ovsm1_komutani_suzdu_mufettis_2a_01,6661,91,catch6_ovsm12a,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,,,,,,,,61337343e2e86d88d1391f15,BreakStim,21448,92,BreakTrial,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,TRUE,keypress,resp_ovsu4_fare_gordu_kedi_2a_01_21,5529,['fare'],choice-response,fare,61337343e2e86d88d1391f15,ovsu4_fare_gordu_kedi_2a_01,8229,93,OVSU4_2a,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,TRUE,keypress,resp_sovm8_zebra_aslani_farketti_2c_01_11,5852,['aslan'],choice-response,aslan,61337343e2e86d88d1391f15,sovm8_zebra_aslani_farketti_2c_01,9477,94,SOVM8_2c,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,TRUE,keypress,resp_ovsm6_kardesi_cekistirdi_abla_2b_01_38,4083,['abla'],choice-response,abla,61337343e2e86d88d1391f15,ovsm6_kardesi_cekistirdi_abla_2b_01,6899,95,OVSM6_2b,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,TRUE,keypress,resp_ovsm2_isadamini_kucumsedi_sporcu_2b_01_02,2617,['sporcu'],choice-response,sporcu,61337343e2e86d88d1391f15,ovsm2_isadamini_kucumsedi_sporcu_2b_01,6064,96,OVSM2_2b,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,TRUE,keypress,resp_sovu9_editor_gazeteci_gosterdi_2c_01_17,3180,['gazeteci'],choice-response,gazeteci,61337343e2e86d88d1391f15,sovu9_editor_gazeteci_gosterdi_2c_01,6263,97,SOVU9_2c,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,TRUE,keypress,resp_ovsu9_kasap_azarladi_balikci_2d_01_29,3947,['kasap'],choice-response,kasap,61337343e2e86d88d1391f15,ovsu9_kasap_azarladi_balikci_2d_01,6318,98,OVSU9_2d,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,FALSE,keypress,resp_ovsu7_bufeci_kandirdi_simitci_2c_01_06,4794,['simitci'],choice-response,bufeci,61337343e2e86d88d1391f15,ovsu7_bufeci_kandirdi_simitci_2c_01,7315,99,OVSU7_2c,us,forward,56
6125d0a8c53cdcf33ca34cc6,default,0,1,1550.996047,TRUE,keypress,resp_ovsm5_ogretmeni_korudu_ogrenci_2c_01_25,2981,['ogretmen'],choice-response,ogretmen,61337343e2e86d88d1391f15,ovsm5_ogretmeni_korudu_ogrenci_2c_01,5682,100,OVSM5_2c,us,forward,56
