,tier,sentence,label,interval,third,F0,F0sd,F0max,F0min,dB,dBsd,dBmax,duration,wo,case,propcontent,"propcontent_no,",quart,pno,grammatical_role,diffo3v1
274,1,ovsm8_komsuyu_ayipladi_nine_2a_01,ayipla,3,1,231.7318793,11.94017457,256.2989154,223.0655714,61.79584636,1.773811648,63.75014275,0.906984127,ovs,m,komsuyuayipladinine,39,2a,1,verb,22.9530788
275,1,ovsm8_komsuyu_ayipladi_nine_2a_01,ayipla,3,2,227.3820124,2.824978868,230.0409477,223.3356281,58.28380777,10.55076398,62.28214271,0.906984127,ovs,m,komsuyuayipladinine,39,2a,1,verb,22.9530788
276,1,ovsm8_komsuyu_ayipladi_nine_2a_01,ayipla,3,3,231.5749096,6.098847918,239.2133728,222.6516963,58.28380777,7.820224949,62.31640338,0.906984127,ovs,m,komsuyuayipladinine,39,2a,1,verb,22.9530788
277,1,ovsm8_komsuyu_ayipladi_nine_2a_01,nine,5,1,205.472397,13.2424162,221.6719425,187.7218162,62.6998032,2.125182196,64.65561435,1.437414966,ovs,m,komsuyuayipladinine,39,2a,1,subject,22.9530788
278,1,ovsm8_komsuyu_ayipladi_nine_2a_01,nine,5,2,180.0335163,3.9190074,187.7218162,176.4778489,58.10471053,0.901450358,58.92113627,1.437414966,ovs,m,komsuyuayipladinine,39,2a,1,subject,22.9530788
279,1,ovsm8_komsuyu_ayipladi_nine_2a_01,nine,5,3,179.3299811,3.250947055,183.6050963,177.0648767,58.10471053,0.219243962,55.9517061,1.437414966,ovs,m,komsuyuayipladinine,39,2a,1,subject,22.9530788
280,1,ovsm8_tesisatciyi_ovdu_elektrikci_2c_01,tesisatci,1,1,232.7887358,6.332686766,238.7060955,221.2752222,56.00149581,5.719728791,59.96515949,0.714852608,ovs,m,tesisatciyiovduelektrikci,26,2c,1,object,-59.401151
281,1,ovsm8_tesisatciyi_ovdu_elektrikci_2c_01,tesisatci,1,2,226.8035173,8.142404737,239.4932743,213.8399554,54.94548017,6.244602656,59.24827978,0.714852608,ovs,m,tesisatciyiovduelektrikci,26,2c,1,object,-59.401151
282,1,ovsm8_tesisatciyi_ovdu_elektrikci_2c_01,tesisatci,1,3,218.3735584,83.97504503,284.683199,59.96520136,54.94548017,10.65349683,58.96901632,0.714852608,ovs,m,tesisatciyiovduelektrikci,26,2c,1,object,-59.401151
283,1,ovsm8_tesisatciyi_ovdu_elektrikci_2c_01,ov,3,1,277.7747094,NA,282.6941918,270.5643289,59.36133263,0.423369252,59.78709711,0.97984127,ovs,m,tesisatciyiovduelektrikci,26,2c,1,verb,-59.401151
284,1,ovsm8_tesisatciyi_ovdu_elektrikci_2c_01,ov,3,2,232.22807,0.565439448,232.6331246,231.6041651,59.41704727,1.014242028,60.70631273,0.97984127,ovs,m,tesisatciyiovduelektrikci,26,2c,1,verb,-59.401151
285,1,ovsm8_tesisatciyi_ovdu_elektrikci_2c_01,ov,3,3,229.9446893,5.106376417,233.4126987,221.4832952,59.41704727,1.655874065,60.5072186,0.97984127,ovs,m,tesisatciyiovduelektrikci,26,2c,1,verb,-59.401151
286,1,ovsm8_tesisatciyi_ovdu_elektrikci_2c_01,elektrikci,5,1,206.2522875,19.84940989,249.8602176,193.4063183,55.9921433,2.944872051,60.84251311,1.930090703,ovs,m,tesisatciyiovduelektrikci,26,2c,1,subject,-59.401151
287,1,ovsm8_tesisatciyi_ovdu_elektrikci_2c_01,elektrikci,5,2,203.8012476,8.884563998,218.539056,192.8174576,47.87176189,6.822664041,53.59348776,1.930090703,ovs,m,tesisatciyiovduelektrikci,26,2c,1,subject,-59.401151
288,1,ovsm8_tesisatciyi_ovdu_elektrikci_2c_01,elektrikci,5,3,201.5766261,8.746866388,212.7426795,195.2982047,47.87176189,7.946003659,53.49691613,1.930090703,ovs,m,tesisatciyiovduelektrikci,26,2c,1,subject,-59.401151
289,1,ovsm9_aslani_farketti_zebra_2a_01,aslan,1,1,229.9740386,1.954761323,232.0984939,228.5831694,60.86840752,2.513453773,62.30817318,0.362222222,ovs,m,aslanifarkettizebra,11,2a,1,object,-27.1437508
290,1,ovsm9_aslani_farketti_zebra_2a_01,aslan,1,2,246.9913828,NA,253.1573865,228.5831694,50.94153332,5.569985241,58.60744783,0.362222222,ovs,m,aslanifarkettizebra,11,2a,1,object,-27.1437508
291,1,ovsm9_aslani_farketti_zebra_2a_01,aslan,1,3,232.8975266,7.994754814,249.3745188,225.7704444,50.94153332,0.933783373,64.85210836,0.362222222,ovs,m,aslanifarkettizebra,11,2a,1,object,-27.1437508
292,1,ovsm9_aslani_farketti_zebra_2a_01,farket,3,1,260.0412774,10.30907305,268.1488058,240.0460088,60.42224758,9.177666884,65.78810742,0.869342404,ovs,m,aslanifarkettizebra,11,2a,1,verb,-27.1437508
293,1,ovsm9_aslani_farketti_zebra_2a_01,farket,3,2,235.7679614,7.786868444,251.6526417,225.9003703,61.30805307,9.857387273,65.92547193,0.869342404,ovs,m,aslanifarkettizebra,11,2a,1,verb,-27.1437508
294,1,ovsm9_aslani_farketti_zebra_2a_01,farket,3,3,230.0932544,12.02806661,250.5912534,217.6642756,61.30805307,13.0751697,63.0191923,0.869342404,ovs,m,aslanifarkettizebra,11,2a,1,verb,-27.1437508
295,1,ovsm9_aslani_farketti_zebra_2a_01,zebra,5,1,208.1801801,12.41286106,234.3536615,190.8669016,59.40790625,3.180544764,61.5331594,1.424489796,ovs,m,aslanifarkettizebra,11,2a,1,subject,-27.1437508
296,1,ovsm9_aslani_farketti_zebra_2a_01,zebra,5,2,187.1696918,9.618241139,201.8085216,176.525383,53.84952037,5.220737184,58.25677546,1.424489796,ovs,m,aslanifarkettizebra,11,2a,1,subject,-27.1437508
297,1,ovsm9_aslani_farketti_zebra_2a_01,zebra,5,3,177.26437,1.690774981,179.0794644,174.6866745,53.84952037,0.546820962,54.80382884,1.424489796,ovs,m,aslanifarkettizebra,11,2a,1,subject,-27.1437508
298,1,ovsm9_cocugu_izledi_buyukbaba_2d_01,cocug,1,1,245.9128975,1.693802311,246.863586,243.4970385,61.6634111,2.147342638,63.00703631,0.312154195,ovs,m,cocuguizledibuyukbaba,40,2d,1,object,64.9807652
299,1,ovsm9_cocugu_izledi_buyukbaba_2d_01,cocug,1,2,223.1061501,16.97342058,243.4970385,201.5562256,57.19982228,4.335106492,61.53994462,0.312154195,ovs,m,cocuguizledibuyukbaba,40,2d,1,object,64.9807652
300,1,ovsm9_cocugu_izledi_buyukbaba_2d_01,cocug,1,3,259.5485891,9.297543933,269.3032861,241.5603713,57.19982228,1.352424042,62.74657884,0.312154195,ovs,m,cocuguizledibuyukbaba,40,2d,1,object,64.9807652
301,1,ovsm9_cocugu_izledi_buyukbaba_2d_01,izle,3,1,194.5678239,76.21664962,258.2451805,124.9024468,55.97735721,3.373008083,59.24047946,0.699614512,ovs,m,cocuguizledibuyukbaba,40,2d,1,verb,64.9807652
302,1,ovsm9_cocugu_izledi_buyukbaba_2d_01,izle,3,2,206.9412676,19.55969729,236.6943055,185.7020237,55.45022678,4.330101374,58.67578793,0.699614512,ovs,m,cocuguizledibuyukbaba,40,2d,1,verb,64.9807652
303,1,ovsm9_cocugu_izledi_buyukbaba_2d_01,izle,3,3,196.3072502,4.206787114,199.7265486,188.7415466,55.45022678,2.694170802,58.27693557,0.699614512,ovs,m,cocuguizledibuyukbaba,40,2d,1,verb,64.9807652
304,1,ovsm9_cocugu_izledi_buyukbaba_2d_01,buyukbaba,5,1,183.4582799,6.93923681,189.2366775,167.078401,55.13102343,4.877966872,57.72792725,1.440907029,ovs,m,cocuguizledibuyukbaba,40,2d,1,subject,64.9807652
305,1,ovsm9_cocugu_izledi_buyukbaba_2d_01,buyukbaba,5,2,185.7735589,6.563618002,190.4614309,177.4493952,49.01550142,9.979874776,55.29748159,1.440907029,ovs,m,cocuguizledibuyukbaba,40,2d,1,subject,64.9807652
306,1,ovsm9_cocugu_izledi_buyukbaba_2d_01,buyukbaba,5,3,187.1799033,5.301655352,195.9167231,177.5292461,49.01550142,5.240028601,55.35759089,1.440907029,ovs,m,cocuguizledibuyukbaba,40,2d,1,subject,64.9807652
307,1,ovsm9_kuzuyu_itti_koyun_2b_01,kuzu,1,1,247.0610547,NA,248.1617957,243.5288832,61.46506189,0.895760796,62.15006987,0.289569161,ovs,m,kuzuyuittikoyun,7,2b,1,object,-36.7541628
308,1,ovsm9_kuzuyu_itti_koyun_2b_01,kuzu,1,2,231.1801725,12.39557826,243.5288832,215.3112285,55.57459102,5.606010886,60.69505227,0.289569161,ovs,m,kuzuyuittikoyun,7,2b,1,object,-36.7541628
309,1,ovsm9_kuzuyu_itti_koyun_2b_01,kuzu,1,3,243.4666989,3.523763897,247.807178,239.773041,55.57459102,0.960570031,61.65122301,0.289569161,ovs,m,kuzuyuittikoyun,7,2b,1,object,-36.7541628
310,1,ovsm9_kuzuyu_itti_koyun_2b_01,it,3,1,280.2208617,NA,290.8866089,271.2532954,49.24717724,1.884197516,50.09481868,0.576825397,ovs,m,kuzuyuittikoyun,7,2b,1,verb,-36.7541628
311,1,ovsm9_kuzuyu_itti_koyun_2b_01,it,3,2,254.4445089,14.06252651,271.2532954,244.8287785,48.45927356,7.344525673,52.08095616,0.576825397,ovs,m,kuzuyuittikoyun,7,2b,1,verb,-36.7541628
312,1,ovsm9_kuzuyu_itti_koyun_2b_01,it,3,3,244.8287785,NA,244.8287785,244.8287785,48.45927356,0.579851611,29.85000447,0.576825397,ovs,m,kuzuyuittikoyun,7,2b,1,verb,-36.7541628
313,1,ovsm9_kuzuyu_itti_koyun_2b_01,koyun,5,1,223.5470298,18.47297516,250.5764925,206.9942299,51.26519483,7.039125541,57.8444112,1.146281179,ovs,m,kuzuyuittikoyun,7,2b,1,subject,-36.7541628
314,1,ovsm9_kuzuyu_itti_koyun_2b_01,koyun,5,2,188.4684772,9.489208144,206.9942299,179.3714068,56.85216686,1.427947129,58.01884047,1.146281179,ovs,m,kuzuyuittikoyun,7,2b,1,subject,-36.7541628
315,1,ovsm9_kuzuyu_itti_koyun_2b_01,koyun,5,3,184.5443824,5.603699581,191.4050124,178.9067606,56.85216686,1.268415127,52.92055899,1.146281179,ovs,m,kuzuyuittikoyun,7,2b,1,subject,-36.7541628
316,1,ovsm9_muzisyeni_bosadi_manken_2c_01,muzisyen,1,1,223.3318423,12.93011203,238.4555277,210.5934558,58.47722645,4.646602222,63.07117183,0.464965986,ovs,m,muzisyenibosadimanken,28,2c,1,object,-24.5627116
317,1,ovsm9_muzisyeni_bosadi_manken_2c_01,muzisyen,1,2,219.5964766,3.973223066,223.4893993,214.8671286,52.92669953,7.655449283,57.88234022,0.464965986,ovs,m,muzisyenibosadimanken,28,2c,1,object,-24.5627116
318,1,ovsm9_muzisyeni_bosadi_manken_2c_01,muzisyen,1,3,236.4699145,7.683009482,251.6314691,229.2565955,52.92669953,2.944453861,61.80605705,0.464965986,ovs,m,muzisyenibosadimanken,28,2c,1,object,-24.5627116
319,1,ovsm9_muzisyeni_bosadi_manken_2c_01,bosa,3,1,261.0326261,15.61357237,285.7403647,244.3338303,54.08606894,4.582197428,58.00573373,0.826938776,ovs,m,muzisyenibosadimanken,28,2c,1,verb,-24.5627116
320,1,ovsm9_muzisyeni_bosadi_manken_2c_01,bosa,3,2,235.8414761,10.28382896,244.3338303,225.2077967,55.75835493,4.962729044,59.31142227,0.826938776,ovs,m,muzisyenibosadimanken,28,2c,1,verb,-24.5627116
321,1,ovsm9_muzisyeni_bosadi_manken_2c_01,bosa,3,3,236.3687361,5.321500503,240.672711,230.2732749,55.75835493,5.140701717,59.57957279,0.826938776,ovs,m,muzisyenibosadimanken,28,2c,1,verb,-24.5627116
322,1,ovsm9_muzisyeni_bosadi_manken_2c_01,manken,5,1,189.0996257,13.89056345,224.1979758,177.873434,52.55097002,1.180525994,53.98558857,1.385328798,ovs,m,muzisyenibosadimanken,28,2c,1,subject,-24.5627116
323,1,ovsm9_muzisyeni_bosadi_manken_2c_01,manken,5,2,186.1493341,2.583851723,189.9268512,181.3041108,49.70702866,4.649843004,52.32761081,1.385328798,ovs,m,muzisyenibosadimanken,28,2c,1,subject,-24.5627116
324,1,ovsm9_muzisyeni_bosadi_manken_2c_01,manken,5,3,187.8974796,10.35277683,202.5345748,179.6003916,49.70702866,4.21780803,50.96720319,1.385328798,ovs,m,muzisyenibosadimanken,28,2c,1,subject,-24.5627116
325,1,ovsu1_hirsiz_bicakladi_tacir_2a_01,hirsiz,1,1,254.2374606,6.920131995,259.1833684,242.2334237,65.70771176,1.107242275,66.42526771,0.362698413,ovs,u,hirsizbicakladitacir,19,2a,1,object,42.7829765
326,1,ovsu1_hirsiz_bicakladi_tacir_2a_01,hirsiz,1,2,256.5224202,NA,288.5698588,232.8854432,57.02850028,2.508643443,60.83473672,0.362698413,ovs,u,hirsizbicakladitacir,19,2a,1,object,42.7829765
327,1,ovsu1_hirsiz_bicakladi_tacir_2a_01,hirsiz,1,3,269.3560982,15.90716436,287.0351063,242.7010036,57.02850028,1.896710487,62.62464132,0.362698413,ovs,u,hirsizbicakladitacir,19,2a,1,object,42.7829765
328,1,ovsu1_hirsiz_bicakladi_tacir_2a_01,bicakla,2,1,226.5731217,6.482956852,242.7010036,219.4863127,55.92434625,4.984525927,59.93660038,0.813106576,ovs,u,hirsizbicakladitacir,19,2a,1,verb,42.7829765
329,1,ovsu1_hirsiz_bicakladi_tacir_2a_01,bicakla,2,2,201.1789145,8.655613345,212.7432913,192.7976378,54.3221466,8.54428063,58.50492717,0.813106576,ovs,u,hirsizbicakladitacir,19,2a,1,verb,42.7829765
330,1,ovsu1_hirsiz_bicakladi_tacir_2a_01,bicakla,2,3,189.6645965,7.554577934,201.5529513,180.4567855,54.3221466,8.650073374,55.96432299,0.813106576,ovs,u,hirsizbicakladitacir,19,2a,1,verb,42.7829765
331,1,ovsu1_hirsiz_bicakladi_tacir_2a_01,tacir,4,1,191.8148145,16.52757453,213.638095,175.8754791,49.53054075,8.769738899,54.15854971,1.447006803,ovs,u,hirsizbicakladitacir,19,2a,1,subject,42.7829765
332,1,ovsu1_hirsiz_bicakladi_tacir_2a_01,tacir,4,2,178.440815,5.626058033,188.8227786,168.5860533,53.24320185,5.087889164,56.19637027,1.447006803,ovs,u,hirsizbicakladitacir,19,2a,1,subject,42.7829765
333,1,ovsu1_hirsiz_bicakladi_tacir_2a_01,tacir,4,3,180.2321819,1.289627996,181.4647095,178.5272259,53.24320185,5.508829218,54.73651355,1.447006803,ovs,u,hirsizbicakladitacir,19,2a,1,subject,42.7829765
334,1,ovsu1_kardes_cekistirdi_abla_2c_01,kardes,1,1,218.7769238,1.558337533,220.954753,217.3755906,56.69799923,4.704456696,59.23837277,0.416780045,ovs,u,kardescekistirdiabla,38,2c,1,object,20.2799152
335,1,ovsu1_kardes_cekistirdi_abla_2c_01,kardes,1,2,225.5742569,12.43976152,242.9060136,207.5858883,57.64209016,4.521750298,59.91910452,0.416780045,ovs,u,kardescekistirdiabla,38,2c,1,object,20.2799152
336,1,ovsu1_kardes_cekistirdi_abla_2c_01,kardes,1,3,242.7523302,0.184632183,243.0725827,242.6217804,57.64209016,7.194099896,61.56251345,0.416780045,ovs,u,kardescekistirdiabla,38,2c,1,object,20.2799152
337,1,ovsu1_kardes_cekistirdi_abla_2c_01,cekistir,2,1,222.472415,9.197128104,231.9832963,213.6249677,51.11227876,7.339007932,56.25453856,0.878911565,ovs,u,kardescekistirdiabla,38,2c,1,verb,20.2799152
338,1,ovsu1_kardes_cekistirdi_abla_2c_01,cekistir,2,2,NA,NA,NA,NA,43.62400628,4.758954929,47.46819331,0.878911565,ovs,u,kardescekistirdiabla,38,2c,1,verb,20.2799152
339,1,ovsu1_kardes_cekistirdi_abla_2c_01,cekistir,2,3,196.6379228,10.6379632,211.185379,181.6076751,43.62400628,8.818341551,54.81459399,0.878911565,ovs,u,kardescekistirdiabla,38,2c,1,verb,20.2799152
340,1,ovsu1_kardes_cekistirdi_abla_2c_01,abla,4,1,183.6086354,0.722487422,184.1110372,182.5280073,51.63438971,2.809521448,53.51438238,1.359501134,ovs,u,kardescekistirdiabla,38,2c,1,subject,20.2799152
341,1,ovsu1_kardes_cekistirdi_abla_2c_01,abla,4,2,183.1470234,2.284377373,186.0663775,180.4956624,48.91483452,4.88745399,52.62414041,1.359501134,ovs,u,kardescekistirdiabla,38,2c,1,subject,20.2799152
342,1,ovsu1_kardes_cekistirdi_abla_2c_01,abla,4,3,180.3644815,1.204665149,182.1213701,179.5980996,48.91483452,0.507163823,53.20531866,1.359501134,ovs,u,kardescekistirdiabla,38,2c,1,subject,20.2799152
343,1,ovsu1_muzisyen_bosadi_manken_2d_01,muzisyen,1,1,231.2466271,11.08567355,241.418607,214.2041303,60.61242753,3.518372465,64.62409013,0.538412698,ovs,u,muzisyenbosadimanken,28,2d,1,object,47.1183967
344,1,ovsu1_muzisyen_bosadi_manken_2d_01,muzisyen,1,2,253.4098733,26.07196396,284.3463989,231.2824999,55.20420189,7.00899919,62.00621424,0.538412698,ovs,u,muzisyenbosadimanken,28,2d,1,object,47.1183967
345,1,ovsu1_muzisyen_bosadi_manken_2d_01,muzisyen,1,3,255.1112797,18.58286816,276.9122392,215.4902305,55.20420189,1.776917705,62.24017325,0.538412698,ovs,u,muzisyenbosadimanken,28,2d,1,object,47.1183967
346,1,ovsu1_muzisyen_bosadi_manken_2d_01,bosa,2,1,207.992883,4.890512556,215.4902305,203.935645,55.3213721,0.889642791,56.35470547,0.753219955,ovs,u,muzisyenbosadimanken,28,2d,1,verb,47.1183967
347,1,ovsu1_muzisyen_bosadi_manken_2d_01,bosa,2,2,207.8056537,NA,207.8056537,207.8056537,47.24778255,2.532764632,51.17817362,0.753219955,ovs,u,muzisyenbosadimanken,28,2d,1,verb,47.1183967
348,1,ovsu1_muzisyen_bosadi_manken_2d_01,bosa,2,3,195.5767021,5.008057367,199.441224,189.4282027,47.24778255,2.64773117,54.63124335,0.753219955,ovs,u,muzisyenbosadimanken,28,2d,1,verb,47.1183967
349,1,ovsu1_muzisyen_bosadi_manken_2d_01,manken,4,1,190.0076183,1.598487903,191.740449,187.9157197,53.58317985,0.946008036,54.3672668,1.337777778,ovs,u,muzisyenbosadimanken,28,2d,1,subject,47.1183967
350,1,ovsu1_muzisyen_bosadi_manken_2d_01,manken,4,2,189.5076561,0.804462114,190.6002402,188.2464929,48.97795474,6.036541515,51.83347128,1.337777778,ovs,u,muzisyenbosadimanken,28,2d,1,subject,47.1183967
351,1,ovsu1_muzisyen_bosadi_manken_2d_01,manken,4,3,188.3487329,2.384692474,191.6824799,186.2224292,48.97795474,1.347980819,51.40587482,1.337777778,ovs,u,muzisyenbosadimanken,28,2d,1,subject,47.1183967
352,1,ovsu1_sair_yerdi_romanci_2b_01,sair,1,1,238.3753498,6.052838626,244.3134048,230.1385824,56.43852092,6.923564442,59.8382013,0.46414966,ovs,u,sairyerdiromanci,8,2b,1,object,20.0096163
353,1,ovsu1_sair_yerdi_romanci_2b_01,sair,1,2,229.4981406,3.184974247,237.7915958,227.0754469,59.92134295,0.603444986,60.57279876,0.46414966,ovs,u,sairyerdiromanci,8,2b,1,object,20.0096163
354,1,ovsu1_sair_yerdi_romanci_2b_01,sair,1,3,250.179986,8.09548453,259.9722441,237.7915958,59.92134295,1.947812587,60.27040476,0.46414966,ovs,u,sairyerdiromanci,8,2b,1,object,20.0096163
355,1,ovsu1_sair_yerdi_romanci_2b_01,yer,2,1,230.1703697,13.8687987,242.4759728,207.2089621,58.33980108,0.927192322,59.09569337,0.727437642,ovs,u,sairyerdiromanci,8,2b,1,verb,20.0096163
356,1,ovsu1_sair_yerdi_romanci_2b_01,yer,2,2,194.6193935,6.047929006,207.2089621,190.7482526,55.60147141,0.721224846,56.57599321,0.727437642,ovs,u,sairyerdiromanci,8,2b,1,verb,20.0096163
357,1,ovsu1_sair_yerdi_romanci_2b_01,yer,2,3,190.1467399,1.342568228,190.7482526,187.3959239,55.60147141,0.872158721,54.91224201,0.727437642,ovs,u,sairyerdiromanci,8,2b,1,verb,20.0096163
358,1,ovsu1_sair_yerdi_romanci_2b_01,romanci,4,1,187.7651721,1.59051874,189.5644303,183.9961338,53.47756785,0.506387223,54.217688,1.441927438,ovs,u,sairyerdiromanci,8,2b,1,subject,20.0096163
359,1,ovsu1_sair_yerdi_romanci_2b_01,romanci,4,2,183.2056231,3.600466519,188.3453005,177.6132041,51.87145857,0.732744037,52.70881079,1.441927438,ovs,u,sairyerdiromanci,8,2b,1,subject,20.0096163
360,1,ovsu1_sair_yerdi_romanci_2b_01,romanci,4,3,130.5215202,49.33540743,177.6132041,90.96620244,51.87145857,4.108154989,49.54598334,1.441927438,ovs,u,sairyerdiromanci,8,2b,1,subject,20.0096163
361,1,ovsu2_adam_aldatti_kadin_2b_01,adam,1,1,227.2371295,21.14178288,252.2059688,213.4454861,52.00819478,4.206449941,54.6652377,0.300566893,ovs,u,adamaldattikadin,9,2b,1,object,35.4350576
362,1,ovsu2_adam_aldatti_kadin_2b_01,adam,1,2,266.2461995,8.636195488,278.5689734,252.2059688,59.99162813,6.84195299,62.22349612,0.300566893,ovs,u,adamaldattikadin,9,2b,1,object,35.4350576
363,1,ovsu2_adam_aldatti_kadin_2b_01,adam,1,3,260.0113318,6.242610058,265.4456254,248.6648827,59.99162813,0.333691436,60.73924225,0.300566893,ovs,u,adamaldattikadin,9,2b,1,object,35.4350576
364,1,ovsu2_adam_aldatti_kadin_2b_01,aldat,2,1,224.5762742,15.75288704,248.6648827,205.4413547,58.39751933,1.396541156,59.40790896,0.672585034,ovs,u,adamaldattikadin,9,2b,1,verb,35.4350576
365,1,ovsu2_adam_aldatti_kadin_2b_01,aldat,2,2,197.9307892,7.508444566,205.4413547,185.6446997,52.4377312,2.641451872,54.48252883,0.672585034,ovs,u,adamaldattikadin,9,2b,1,verb,35.4350576
366,1,ovsu2_adam_aldatti_kadin_2b_01,aldat,2,3,194.9121743,3.177819968,199.2944861,192.0001071,52.4377312,10.1871744,53.12955753,0.672585034,ovs,u,adamaldattikadin,9,2b,1,verb,35.4350576
367,1,ovsu2_adam_aldatti_kadin_2b_01,kadin,4,1,204.5896707,NA,207.2497702,201.1264523,46.81360777,6.825571049,53.9773574,1.144489796,ovs,u,adamaldattikadin,9,2b,1,subject,35.4350576
368,1,ovsu2_adam_aldatti_kadin_2b_01,kadin,4,2,198.1330265,6.615762372,210.1268525,191.295195,49.36074558,8.778298759,54.65438833,1.144489796,ovs,u,adamaldattikadin,9,2b,1,subject,35.4350576
369,1,ovsu2_adam_aldatti_kadin_2b_01,kadin,4,3,204.3148251,5.347075981,210.1268525,199.5223552,49.36074558,3.143307736,53.12128251,1.144489796,ovs,u,adamaldattikadin,9,2b,1,subject,35.4350576
370,1,ovsu2_fil_kizdirdi_zurafa_2a_01,fil,1,1,272.6099769,NA,272.7587064,271.5317759,45.98714281,NA,41.55183124,0.238004535,ovs,u,filkizdirdizurafa,16,2a,1,object,23.3742378
371,1,ovsu2_fil_kizdirdi_zurafa_2a_01,fil,1,2,265.7339034,3.135767101,271.5317759,263.9490268,61.31345699,5.371989492,62.91911726,0.238004535,ovs,u,filkizdirdizurafa,16,2a,1,object,23.3742378
372,1,ovsu2_fil_kizdirdi_zurafa_2a_01,fil,1,3,262.9833623,8.679302395,268.4495209,250.1696021,61.31345699,3.321947855,62.9957539,0.238004535,ovs,u,filkizdirdizurafa,16,2a,1,object,23.3742378
373,1,ovsu2_fil_kizdirdi_zurafa_2a_01,kizdir,2,1,239.6091245,10.69050761,250.1696021,225.3852379,56.12066413,9.45238358,62.50690592,0.726213152,ovs,u,filkizdirdizurafa,16,2a,1,verb,23.3742378
374,1,ovsu2_fil_kizdirdi_zurafa_2a_01,kizdir,2,2,197.3137045,16.22184914,225.3852379,180.3836389,57.09961455,10.40411152,62.9811308,0.726213152,ovs,u,filkizdirdizurafa,16,2a,1,verb,23.3742378
375,1,ovsu2_fil_kizdirdi_zurafa_2a_01,kizdir,2,3,185.3618224,11.3784475,198.7881274,165.6281001,57.09961455,6.611361553,58.88540705,0.726213152,ovs,u,filkizdirdizurafa,16,2a,1,verb,23.3742378
376,1,ovsu2_fil_kizdirdi_zurafa_2a_01,zurafa,4,1,182.643532,5.027756889,189.8930357,176.6978271,57.231269,2.928867719,60.17563761,1.475668934,ovs,u,filkizdirdizurafa,16,2a,1,subject,23.3742378
377,1,ovsu2_fil_kizdirdi_zurafa_2a_01,zurafa,4,2,177.1573381,1.631380056,179.6563742,174.7596685,54.05561944,7.788406151,56.67434562,1.475668934,ovs,u,filkizdirdizurafa,16,2a,1,subject,23.3742378
378,1,ovsu2_fil_kizdirdi_zurafa_2a_01,zurafa,4,3,186.7686476,20.40321601,227.8127026,174.4244729,54.05561944,5.465584643,55.01537973,1.475668934,ovs,u,filkizdirdizurafa,16,2a,1,subject,23.3742378
379,1,ovsu2_maymun_yakaladi_kaplan_2c_01,maymun,1,1,231.7188394,2.029095321,234.3372981,229.4114808,60.87345762,0.676877342,61.67075987,0.420498866,ovs,u,maymunyakaladikaplan,3,2c,1,object,40.1305342
380,1,ovsu2_maymun_yakaladi_kaplan_2c_01,maymun,1,2,240.9573845,8.272528003,258.4967914,234.3372981,62.86525428,0.817935263,63.74864486,0.420498866,ovs,u,maymunyakaladikaplan,3,2c,1,object,40.1305342
381,1,ovsu2_maymun_yakaladi_kaplan_2c_01,maymun,1,3,257.9534755,6.129164159,264.4259802,244.6473543,62.86525428,0.869924943,63.77350736,0.420498866,ovs,u,maymunyakaladikaplan,3,2c,1,object,40.1305342
382,1,ovsu2_maymun_yakaladi_kaplan_2c_01,yakala,2,1,217.8229413,15.85572526,244.6473543,205.3336959,58.23741409,1.917750612,60.30720607,0.785419501,ovs,u,maymunyakaladikaplan,3,2c,1,verb,40.1305342
383,1,ovsu2_maymun_yakaladi_kaplan_2c_01,yakala,2,2,216.7150083,13.12965458,230.5452763,203.6099508,51.56203101,7.33754217,57.01676818,0.785419501,ovs,u,maymunyakaladikaplan,3,2c,1,verb,40.1305342
384,1,ovsu2_maymun_yakaladi_kaplan_2c_01,yakala,2,3,194.4822349,4.104978524,203.6099508,190.9403235,51.56203101,1.400580256,56.37142009,0.785419501,ovs,u,maymunyakaladikaplan,3,2c,1,verb,40.1305342
385,1,ovsu2_maymun_yakaladi_kaplan_2c_01,kaplan,4,1,201.7018094,9.113178543,212.0385841,192.1809481,49.69859869,6.66427172,54.31836593,1.345306122,ovs,u,maymunyakaladikaplan,3,2c,1,subject,40.1305342
386,1,ovsu2_maymun_yakaladi_kaplan_2c_01,kaplan,4,2,197.125006,7.334647464,204.8356785,190.3452775,46.5803543,7.011599329,52.83655683,1.345306122,ovs,u,maymunyakaladikaplan,3,2c,1,subject,40.1305342
387,1,ovsu2_maymun_yakaladi_kaplan_2c_01,kaplan,4,3,193.0768264,2.467222894,197.7788177,191.1776125,46.5803543,0.772734367,54.41328106,1.345306122,ovs,u,maymunyakaladikaplan,3,2c,1,subject,40.1305342
388,1,ovsu2_oglan_sevdi_kiz_2d_01,oglan,1,1,234.4196193,1.691251927,236.8925729,232.5708056,60.13536085,0.391964653,60.54677542,0.399342404,ovs,u,oglansevdikiz,23,2d,1,object,10.3866929
389,1,ovsu2_oglan_sevdi_kiz_2d_01,oglan,1,2,245.7933064,6.012725166,251.8997999,236.8925729,62.24950517,1.245489941,63.58328221,0.399342404,ovs,u,oglansevdikiz,23,2d,1,object,10.3866929
390,1,ovsu2_oglan_sevdi_kiz_2d_01,oglan,1,3,253.8472617,3.325969858,257.3763974,246.8960754,62.24950517,2.975042996,63.33620714,0.399342404,ovs,u,oglansevdikiz,23,2d,1,object,10.3866929
