,tier,sentence,label,interval,third,F0,F0sd,F0max,F0min,dB,dBsd,dBmax,duration,wo,case,propcontent,"propcontent_no,",quart,pno,grammatical_role,diffo3v1
689,1,sovm2_editor_gazeteciyi_gosterdi_2b_01,gazeteci,2,2,229.360699,7.267103301,235.151489,215.7864722,56.08772058,6.910687273,60.20657632,0.973061224,sov,m,editorgazeteciyigosterdi,17,2b,1,object,-41.1334643
690,1,sovm2_editor_gazeteciyi_gosterdi_2b_01,gazeteci,2,3,205.1180904,16.29150896,225.8529785,174.7163673,56.08772058,6.674478416,58.53475647,0.973061224,sov,m,editorgazeteciyigosterdi,17,2b,1,object,-41.1334643
691,1,sovm2_editor_gazeteciyi_gosterdi_2b_01,goster,4,1,246.2515547,17.50115009,275.3744272,220.4631616,57.97316798,7.126861507,61.96210983,1.53244898,sov,m,editorgazeteciyigosterdi,17,2b,1,verb,-41.1334643
692,1,sovm2_editor_gazeteciyi_gosterdi_2b_01,goster,4,2,232.2854082,NA,236.6589779,228.3195334,47.09364247,4.289585713,51.93495522,1.53244898,sov,m,editorgazeteciyigosterdi,17,2b,1,verb,-41.1334643
693,1,sovm2_editor_gazeteciyi_gosterdi_2b_01,goster,4,3,214.458891,6.804299914,233.0849105,207.6961054,47.09364247,0.937177151,57.61866296,1.53244898,sov,m,editorgazeteciyigosterdi,17,2b,1,verb,-41.1334643
694,1,sovm2_kiz_oglani_sevdi_2a_01,kiz,1,1,259.4747365,7.623383352,269.6994739,254.3944993,64.45233942,2.817503979,66.11153301,0.377641723,sov,m,kizoglanisevdi,23,2a,1,subject,-36.1979188
695,1,sovm2_kiz_oglani_sevdi_2a_01,kiz,1,2,290.1318391,10.19622698,300.3924622,269.6994739,61.50056307,8.118691521,65.5835826,0.377641723,sov,m,kizoglanisevdi,23,2a,1,subject,-36.1979188
696,1,sovm2_kiz_oglani_sevdi_2a_01,kiz,1,3,NA,NA,NA,NA,61.50056307,3.000612218,42.28506819,0.377641723,sov,m,kizoglanisevdi,23,2a,1,subject,-36.1979188
697,1,sovm2_kiz_oglani_sevdi_2a_01,oglan,2,1,238.7551431,6.336396665,247.6892215,233.5210456,60.7321192,5.152005225,63.50235896,0.722879819,sov,m,kizoglanisevdi,23,2a,1,object,-36.1979188
698,1,sovm2_kiz_oglani_sevdi_2a_01,oglan,2,2,228.193634,8.197784055,235.1760323,217.1523994,63.34582936,0.875915957,64.31750619,0.722879819,sov,m,kizoglanisevdi,23,2a,1,object,-36.1979188
699,1,sovm2_kiz_oglani_sevdi_2a_01,oglan,2,3,214.2779178,4.820919997,222.4732804,209.0038542,63.34582936,0.629703587,62.9457243,0.722879819,sov,m,kizoglanisevdi,23,2a,1,object,-36.1979188
700,1,sovm2_kiz_oglani_sevdi_2a_01,sev,4,1,250.4758366,NA,257.2356414,247.2014119,52.05642457,5.608185705,59.67953105,1.138049887,sov,m,kizoglanisevdi,23,2a,1,verb,-36.1979188
701,1,sovm2_kiz_oglani_sevdi_2a_01,sev,4,2,235.7189939,15.73142303,257.0490886,217.2533041,59.50801927,1.31500492,61.10565095,1.138049887,sov,m,kizoglanisevdi,23,2a,1,verb,-36.1979188
702,1,sovm2_kiz_oglani_sevdi_2a_01,sev,4,3,203.2596303,8.447272423,217.2533041,194.7956429,59.50801927,4.325565252,56.78225078,1.138049887,sov,m,kizoglanisevdi,23,2a,1,verb,-36.1979188
703,1,sovm2_romanci_sairi_yerdi_2c_01,romanci,1,1,222.5880036,3.666902755,227.4444766,218.4955064,61.28161413,0.557806311,61.99456332,0.475941043,sov,m,romancisairiyerdi,8,2c,1,subject,-45.7685376
704,1,sovm2_romanci_sairi_yerdi_2c_01,romanci,1,2,214.4693472,2.314223795,218.4955064,211.4996124,58.7466894,0.459466487,59.79609131,0.475941043,sov,m,romancisairiyerdi,8,2c,1,subject,-45.7685376
705,1,sovm2_romanci_sairi_yerdi_2c_01,romanci,1,3,256.0816711,35.9499352,287.0201904,195.0964418,58.7466894,6.103005519,58.72694826,0.475941043,sov,m,romancisairiyerdi,8,2c,1,subject,-45.7685376
706,1,sovm2_romanci_sairi_yerdi_2c_01,sair,2,1,264.3666105,17.53742747,285.1147981,244.3291984,50.59112781,3.238394731,56.7713084,0.953106576,sov,m,romancisairiyerdi,8,2c,1,object,-45.7685376
707,1,sovm2_romanci_sairi_yerdi_2c_01,sair,2,2,210.6884205,13.78734133,244.3291984,196.9954258,58.0064148,0.75033661,58.83718639,0.953106576,sov,m,romancisairiyerdi,8,2c,1,object,-45.7685376
708,1,sovm2_romanci_sairi_yerdi_2c_01,sair,2,3,198.4117391,6.987660365,218.3574622,190.9086641,58.0064148,2.388402476,56.37509425,0.953106576,sov,m,romancisairiyerdi,8,2c,1,object,-45.7685376
709,1,sovm2_romanci_sairi_yerdi_2c_01,yer,4,1,244.1802767,13.60944753,255.6315792,226.4845875,60.41921246,0.494648185,60.98937307,1.27845805,sov,m,romancisairiyerdi,8,2c,1,verb,-45.7685376
710,1,sovm2_romanci_sairi_yerdi_2c_01,yer,4,2,222.214754,1.99999836,226.4845875,220.8565912,59.3314389,0.636124321,60.05691656,1.27845805,sov,m,romancisairiyerdi,8,2c,1,verb,-45.7685376
711,1,sovm2_romanci_sairi_yerdi_2c_01,yer,4,3,219.7607046,2.085776709,221.8611796,214.9305564,59.3314389,1.638194824,58.33715998,1.27845805,sov,m,romancisairiyerdi,8,2c,1,verb,-45.7685376
712,1,sovm2_yetiskin_cocugu_aradi_2d_01,yetiskin,1,1,209.334209,13.09872869,240.5404621,199.2113372,53.54770613,9.303311796,58.03681998,0.550272109,sov,m,yetiskincocuguaradi,4,2d,1,subject,-4.7161351
713,1,sovm2_yetiskin_cocugu_aradi_2d_01,yetiskin,1,2,224.6996338,10.65309896,240.5404621,213.5229516,51.81728521,3.127911895,56.3183096,0.550272109,sov,m,yetiskincocuguaradi,4,2d,1,subject,-4.7161351
714,1,sovm2_yetiskin_cocugu_aradi_2d_01,yetiskin,1,3,228.7503048,57.80455564,287.2483081,139.7083905,51.81728521,8.379783483,57.46527549,0.550272109,sov,m,yetiskincocuguaradi,4,2d,1,subject,-4.7161351
715,1,sovm2_yetiskin_cocugu_aradi_2d_01,cocug,2,1,231.148761,79.46033498,282.0201495,163.081783,45.68140511,5.474557319,53.17289995,0.927460317,sov,m,yetiskincocuguaradi,4,2d,1,object,-4.7161351
716,1,sovm2_yetiskin_cocugu_aradi_2d_01,cocug,2,2,243.3842235,20.52832593,268.2737547,209.376932,59.07618183,4.072894777,61.7799985,0.927460317,sov,m,yetiskincocuguaradi,4,2d,1,object,-4.7161351
717,1,sovm2_yetiskin_cocugu_aradi_2d_01,cocug,2,3,239.7839898,13.34190473,252.0802927,215.2419352,59.07618183,2.264605416,60.97833974,0.927460317,sov,m,yetiskincocuguaradi,4,2d,1,object,-4.7161351
718,1,sovm2_yetiskin_cocugu_aradi_2d_01,ara,4,1,244.5001249,NA,245.1510545,244.4088754,55.70552423,2.102133632,57.48460684,1.252789116,sov,m,yetiskincocuguaradi,4,2d,1,verb,-4.7161351
719,1,sovm2_yetiskin_cocugu_aradi_2d_01,ara,4,2,197.5785337,6.646296963,201.3524049,184.8866357,55.71440881,2.530832086,57.18619847,1.252789116,sov,m,yetiskincocuguaradi,4,2d,1,verb,-4.7161351
720,1,sovm2_yetiskin_cocugu_aradi_2d_01,ara,4,3,185.6104841,3.533173826,188.4859266,179.4466485,55.71440881,1.3984412,55.28122788,1.252789116,sov,m,yetiskincocuguaradi,4,2d,1,verb,-4.7161351
721,1,sovm3_bahcivan_copcuyu_sasirtti_2c_01,bahcivan,1,1,224.3176376,3.974324471,228.6543243,219.2471193,54.18154653,7.129998925,60.25600796,0.63478458,sov,m,bahcivancopcuyusasirtti,10,2c,1,subject,-45.5636694
722,1,sovm3_bahcivan_copcuyu_sasirtti_2c_01,bahcivan,1,2,235.0756752,5.662410625,244.2075413,230.3783397,57.88831498,5.910022157,59.63546094,0.63478458,sov,m,bahcivancopcuyusasirtti,10,2c,1,subject,-45.5636694
723,1,sovm3_bahcivan_copcuyu_sasirtti_2c_01,bahcivan,1,3,239.2092359,61.83725301,308.0119069,136.4635215,57.88831498,9.749985411,58.86248386,0.63478458,sov,m,bahcivancopcuyusasirtti,10,2c,1,subject,-45.5636694
724,1,sovm3_bahcivan_copcuyu_sasirtti_2c_01,copcu,2,1,239.6978125,7.677885356,246.3763423,228.0369887,56.62088609,9.064042446,60.89199147,0.999251701,sov,m,bahcivancopcuyusasirtti,10,2c,1,object,-45.5636694
725,1,sovm3_bahcivan_copcuyu_sasirtti_2c_01,copcu,2,2,222.6965043,NA,228.0369887,220.1460456,49.42031756,11.04209807,58.35762418,0.999251701,sov,m,bahcivancopcuyusasirtti,10,2c,1,object,-45.5636694
726,1,sovm3_bahcivan_copcuyu_sasirtti_2c_01,copcu,2,3,217.2849198,2.710987982,222.0318843,215.2411554,49.42031756,8.549406528,57.14509468,0.999251701,sov,m,bahcivancopcuyusasirtti,10,2c,1,object,-45.5636694
727,1,sovm3_bahcivan_copcuyu_sasirtti_2c_01,sasirt,4,1,262.8485892,12.43298814,270.4851816,231.3733576,55.05976884,5.429699521,59.40080603,1.469365079,sov,m,bahcivancopcuyusasirtti,10,2c,1,verb,-45.5636694
728,1,sovm3_bahcivan_copcuyu_sasirtti_2c_01,sasirt,4,2,248.7181636,14.68516022,264.6359911,236.8526693,51.47931649,3.608215136,56.38374919,1.469365079,sov,m,bahcivancopcuyusasirtti,10,2c,1,verb,-45.5636694
729,1,sovm3_bahcivan_copcuyu_sasirtti_2c_01,sasirt,4,3,257.0714324,5.879787334,263.7570488,252.3803522,51.47931649,12.46862475,57.34639524,1.469365079,sov,m,bahcivancopcuyusasirtti,10,2c,1,verb,-45.5636694
730,1,sovm3_elektrikci_tesisatciyi_ovdu_2a_01,elektrikci,1,1,232.7717772,3.188208532,237.6059929,228.2827955,63.91491752,8.951212463,65.89312795,0.704875283,sov,m,elektrikcitesisatciyiovdu,26,2a,1,subject,-37.9109599
731,1,sovm3_elektrikci_tesisatciyi_ovdu_2a_01,elektrikci,1,2,235.4122176,12.40837436,253.7872503,220.189841,58.19888748,12.00359147,62.27239827,0.704875283,sov,m,elektrikcitesisatciyiovdu,26,2a,1,subject,-37.9109599
732,1,sovm3_elektrikci_tesisatciyi_ovdu_2a_01,elektrikci,1,3,179.8618858,54.65719562,291.2815881,148.0479708,58.19888748,12.01477834,59.94306026,0.704875283,sov,m,elektrikcitesisatciyiovdu,26,2a,1,subject,-37.9109599
733,1,sovm3_elektrikci_tesisatciyi_ovdu_2a_01,tesisatci,2,1,244.5320039,20.55177054,291.598432,219.6927601,59.70396087,8.170750927,63.84314111,1.440136054,sov,m,elektrikcitesisatciyiovdu,26,2a,1,object,-37.9109599
734,1,sovm3_elektrikci_tesisatciyi_ovdu_2a_01,tesisatci,2,2,214.043621,8.4796138,224.1114819,202.1014304,54.37464144,5.660174201,58.27101015,1.440136054,sov,m,elektrikcitesisatciyiovdu,26,2a,1,object,-37.9109599
735,1,sovm3_elektrikci_tesisatciyi_ovdu_2a_01,tesisatci,2,3,214.6196265,10.56485597,230.2563592,202.6438273,54.37464144,10.01024527,58.07684703,1.440136054,sov,m,elektrikcitesisatciyiovdu,26,2a,1,object,-37.9109599
736,1,sovm3_elektrikci_tesisatciyi_ovdu_2a_01,ov,4,1,252.5305864,4.949696993,259.0203012,245.4793731,64.76830692,1.167494091,66.5653476,1.7461678,sov,m,elektrikcitesisatciyiovdu,26,2a,1,verb,-37.9109599
737,1,sovm3_elektrikci_tesisatciyi_ovdu_2a_01,ov,4,2,232.6026925,9.246760935,245.4793731,222.6821599,62.91217814,0.34589281,63.3037922,1.7461678,sov,m,elektrikcitesisatciyiovdu,26,2a,1,verb,-37.9109599
738,1,sovm3_elektrikci_tesisatciyi_ovdu_2a_01,ov,4,3,220.2235896,2.56265818,222.6821599,215.9483619,62.91217814,0.990412922,62.03592641,1.7461678,sov,m,elektrikcitesisatciyiovdu,26,2a,1,verb,-37.9109599
739,1,sovm3_simitci_bufeciyi_kandirdi_2d_01,simitci,1,1,241.4443462,5.338184075,247.5491449,234.5178845,60.47736976,7.780007398,63.07828044,0.490340136,sov,m,simitcibufeciyikandirdi,6,2d,1,subject,-53.2159807
740,1,sovm3_simitci_bufeciyi_kandirdi_2d_01,simitci,1,2,224.1643324,10.57464076,234.5178845,206.8370553,59.05492972,14.14352935,63.2203602,0.490340136,sov,m,simitcibufeciyikandirdi,6,2d,1,subject,-53.2159807
741,1,sovm3_simitci_bufeciyi_kandirdi_2d_01,simitci,1,3,228.6939702,83.00662146,299.4248243,137.623315,59.05492972,11.65225701,59.13023516,0.490340136,sov,m,simitcibufeciyikandirdi,6,2d,1,subject,-53.2159807
742,1,sovm3_simitci_bufeciyi_kandirdi_2d_01,bufeci,2,1,241.7591206,46.94285498,296.3572706,138.0724072,54.90303001,8.387219142,59.36389549,0.973514739,sov,m,simitcibufeciyikandirdi,6,2d,1,object,-53.2159807
743,1,sovm3_simitci_bufeciyi_kandirdi_2d_01,bufeci,2,2,230.730128,10.1983718,242.8524199,210.7821577,56.57891717,7.572480332,60.6937332,0.973514739,sov,m,simitcibufeciyikandirdi,6,2d,1,object,-53.2159807
744,1,sovm3_simitci_bufeciyi_kandirdi_2d_01,bufeci,2,3,205.1504466,16.56363633,229.5125747,180.6593434,56.57891717,6.858742313,56.7582587,0.973514739,sov,m,simitcibufeciyikandirdi,6,2d,1,object,-53.2159807
745,1,sovm3_simitci_bufeciyi_kandirdi_2d_01,kandir,4,1,258.3664273,3.355618779,262.7824097,253.5560354,50.99771401,6.175182405,56.03391419,1.511269841,sov,m,simitcibufeciyikandirdi,6,2d,1,verb,-53.2159807
746,1,sovm3_simitci_bufeciyi_kandirdi_2d_01,kandir,4,2,244.9166854,5.630752358,253.5560354,234.2553161,59.69601118,0.956349419,60.33258824,1.511269841,sov,m,simitcibufeciyikandirdi,6,2d,1,verb,-53.2159807
747,1,sovm3_simitci_bufeciyi_kandirdi_2d_01,kandir,4,3,226.4274035,3.806335212,234.2553161,216.6301006,59.69601118,1.739902205,58.72497807,1.511269841,sov,m,simitcibufeciyikandirdi,6,2d,1,verb,-53.2159807
748,1,sovm3_usak_temizlikciyi_gozetledi_2b_01,usak,1,1,197.5256869,NA,197.5256869,197.5256869,47.56408122,0.375475546,47.91520806,0.339954649,sov,m,usaktemizlikciyigozetledi,18,2b,1,subject,26.7178389
749,1,sovm3_usak_temizlikciyi_gozetledi_2b_01,usak,1,2,265.5636755,4.01839582,270.7336144,262.0723197,59.66604414,5.198074144,62.31216951,0.339954649,sov,m,usaktemizlikciyigozetledi,18,2b,1,subject,26.7178389
750,1,sovm3_usak_temizlikciyi_gozetledi_2b_01,usak,1,3,270.2505556,NA,270.5494047,268.9610345,59.66604414,7.586314812,54.93180719,0.339954649,sov,m,usaktemizlikciyigozetledi,18,2b,1,subject,26.7178389
751,1,sovm3_usak_temizlikciyi_gozetledi_2b_01,temizlikci,2,1,239.2119853,11.68825348,255.4776246,227.4203471,56.165234,11.01823613,60.82435383,0.982176871,sov,m,usaktemizlikciyigozetledi,18,2b,1,object,26.7178389
752,1,sovm3_usak_temizlikciyi_gozetledi_2b_01,temizlikci,2,2,216.6156817,12.46965502,228.1266278,189.8468665,56.99386216,4.50291733,60.90686323,0.982176871,sov,m,usaktemizlikciyigozetledi,18,2b,1,object,26.7178389
753,1,sovm3_usak_temizlikciyi_gozetledi_2b_01,temizlikci,2,3,230.2209097,8.952018193,242.0718337,217.996753,56.99386216,8.809330734,56.15739536,0.982176871,sov,m,usaktemizlikciyigozetledi,18,2b,1,object,26.7178389
754,1,sovm3_usak_temizlikciyi_gozetledi_2b_01,gozetle,4,1,203.5030708,8.989006679,217.2587924,192.358103,54.3830332,4.730710428,57.60109765,1.573514739,sov,m,usaktemizlikciyigozetledi,18,2b,1,verb,26.7178389
755,1,sovm3_usak_temizlikciyi_gozetledi_2b_01,gozetle,4,2,198.7140736,4.434729363,203.6190125,191.6152689,50.24287325,6.931147593,53.93037036,1.573514739,sov,m,usaktemizlikciyigozetledi,18,2b,1,verb,26.7178389
756,1,sovm3_usak_temizlikciyi_gozetledi_2b_01,gozetle,4,3,201.343,8.630632718,215.2605679,190.3921425,50.24287325,8.145258893,52.13303365,1.573514739,sov,m,usaktemizlikciyigozetledi,18,2b,1,verb,26.7178389
757,1,sovm4_geyik_ormanciyi_korkuttu_2a_01,geyik,1,1,237.8725718,1.742384751,240.4420009,236.8118668,64.34426404,0.199215822,64.48864154,0.317369615,sov,m,geyikormanciyikorkuttu,30,2a,1,subject,-35.5132741
758,1,sovm4_geyik_ormanciyi_korkuttu_2a_01,geyik,1,2,259.6873459,13.79621357,273.5784142,240.4420009,62.11439451,3.021795807,63.87630565,0.317369615,sov,m,geyikormanciyikorkuttu,30,2a,1,subject,-35.5132741
759,1,sovm4_geyik_ormanciyi_korkuttu_2a_01,geyik,1,3,218.6029955,84.06312485,273.0691879,145.1761944,62.11439451,4.192810479,49.90181623,0.317369615,sov,m,geyikormanciyikorkuttu,30,2a,1,subject,-35.5132741
760,1,sovm4_geyik_ormanciyi_korkuttu_2a_01,ormanci,2,1,210.5723111,33.35611475,232.1726078,145.0584226,61.26962237,7.781027132,63.8297676,0.84675737,sov,m,geyikormanciyikorkuttu,30,2a,1,object,-35.5132741
761,1,sovm4_geyik_ormanciyi_korkuttu_2a_01,ormanci,2,2,209.5982781,4.438558826,217.2112515,205.3104316,61.29200803,1.269459086,62.80982868,0.84675737,sov,m,geyikormanciyikorkuttu,30,2a,1,object,-35.5132741
762,1,sovm4_geyik_ormanciyi_korkuttu_2a_01,ormanci,2,3,206.2288884,11.6684733,233.07401,193.9835246,61.29200803,3.21570116,61.46162196,0.84675737,sov,m,geyikormanciyikorkuttu,30,2a,1,object,-35.5132741
763,1,sovm4_geyik_ormanciyi_korkuttu_2a_01,korkut,4,1,241.7421625,7.468061589,251.993189,233.7470984,54.67000791,8.528903827,61.4963466,1.375351474,sov,m,geyikormanciyikorkuttu,30,2a,1,verb,-35.5132741
764,1,sovm4_geyik_ormanciyi_korkuttu_2a_01,korkut,4,2,224.2926808,7.617540429,243.1780627,217.5833225,57.1134323,10.56010869,61.63664548,1.375351474,sov,m,geyikormanciyikorkuttu,30,2a,1,verb,-35.5132741
765,1,sovm4_geyik_ormanciyi_korkuttu_2a_01,korkut,4,3,236.369733,6.127905772,243.1780627,231.0136352,57.1134323,11.41568419,57.89818688,1.375351474,sov,m,geyikormanciyikorkuttu,30,2a,1,verb,-35.5132741
766,1,sovm4_polis_komiseri_goturdu_2c_01,polis,1,1,243.4418587,5.149761674,247.0551497,233.7600467,62.76060964,0.833180163,63.51915673,0.362380952,sov,m,poliskomiserigoturdu,14,2c,1,subject,-18.8888339
767,1,sovm4_polis_komiseri_goturdu_2c_01,polis,1,2,228.0411874,49.93457039,290.5502883,136.9611238,59.10385474,0.91687312,60.17825434,0.362380952,sov,m,poliskomiserigoturdu,14,2c,1,subject,-18.8888339
768,1,sovm4_polis_komiseri_goturdu_2c_01,polis,1,3,155.3265627,NA,155.7546163,153.9731578,59.10385474,5.899975894,55.91178472,0.362380952,sov,m,poliskomiserigoturdu,14,2c,1,subject,-18.8888339
769,1,sovm4_polis_komiseri_goturdu_2c_01,komiser,2,1,243.9397288,9.24976094,252.4887315,232.0359058,54.00558287,9.936776687,59.59893554,0.813922902,sov,m,poliskomiserigoturdu,14,2c,1,object,-18.8888339
770,1,sovm4_polis_komiseri_goturdu_2c_01,komiser,2,2,222.1730415,6.095097933,232.0359058,212.9280773,58.18805082,7.183033663,60.646126,0.813922902,sov,m,poliskomiserigoturdu,14,2c,1,object,-18.8888339
771,1,sovm4_polis_komiseri_goturdu_2c_01,komiser,2,3,218.3888788,7.027491644,229.0315127,213.1841687,58.18805082,5.784766801,58.06764388,0.813922902,sov,m,poliskomiserigoturdu,14,2c,1,object,-18.8888339
772,1,sovm4_polis_komiseri_goturdu_2c_01,gotur,4,1,237.2777127,6.972049974,244.3984011,225.453592,57.23846769,5.445512411,60.96885929,1.208367347,sov,m,poliskomiserigoturdu,14,2c,1,verb,-18.8888339
773,1,sovm4_polis_komiseri_goturdu_2c_01,gotur,4,2,221.6752762,NA,250.9865537,218.3441035,52.13363422,9.119422915,58.65506004,1.208367347,sov,m,poliskomiserigoturdu,14,2c,1,verb,-18.8888339
774,1,sovm4_polis_komiseri_goturdu_2c_01,gotur,4,3,233.4381007,16.23799939,250.9865537,202.1254252,52.13363422,5.957731037,59.57275514,1.208367347,sov,m,poliskomiserigoturdu,14,2c,1,verb,-18.8888339
775,1,sovm4_sporcu_isadamini_kucumsedi_2d_01,sporcu,1,1,254.4040438,11.65402986,270.7766982,241.876195,52.3907147,8.760245944,58.01480942,0.679569161,sov,m,sporcuisadaminikucumsedi,2,2d,1,subject,-67.9099166
776,1,sovm4_sporcu_isadamini_kucumsedi_2d_01,sporcu,1,2,229.4861301,21.22630796,265.1124992,190.6624207,59.82611772,7.095232767,63.17954656,0.679569161,sov,m,sporcuisadaminikucumsedi,2,2d,1,subject,-67.9099166
777,1,sovm4_sporcu_isadamini_kucumsedi_2d_01,sporcu,1,3,288.2961589,10.60846554,297.8326342,265.1124992,59.82611772,9.615229689,58.59205877,0.679569161,sov,m,sporcuisadaminikucumsedi,2,2d,1,subject,-67.9099166
778,1,sovm4_sporcu_isadamini_kucumsedi_2d_01,isadami,2,1,261.5919605,13.90352854,278.0178561,249.2185049,52.27527005,2.485487417,55.19017192,1.114058957,sov,m,sporcuisadaminikucumsedi,2,2d,1,object,-67.9099166
779,1,sovm4_sporcu_isadamini_kucumsedi_2d_01,isadami,2,2,235.1457064,19.90773085,267.6764439,212.5882321,57.70952336,4.578898123,61.2401788,1.114058957,sov,m,sporcuisadaminikucumsedi,2,2d,1,object,-67.9099166
780,1,sovm4_sporcu_isadamini_kucumsedi_2d_01,isadami,2,3,202.4516546,5.082968554,213.763263,198.654226,57.70952336,0.61889407,57.57941056,1.114058957,sov,m,sporcuisadaminikucumsedi,2,2d,1,object,-67.9099166
781,1,sovm4_sporcu_isadamini_kucumsedi_2d_01,kucumse,4,1,270.3615712,NA,270.3615712,270.3615712,43.11108246,3.823880398,45.56529334,1.731315193,sov,m,sporcuisadaminikucumsedi,2,2d,1,verb,-67.9099166
782,1,sovm4_sporcu_isadamini_kucumsedi_2d_01,kucumse,4,2,228.0384578,12.01036302,244.829057,214.1194231,56.25171393,7.123051557,59.27550958,1.731315193,sov,m,sporcuisadaminikucumsedi,2,2d,1,verb,-67.9099166
783,1,sovm4_sporcu_isadamini_kucumsedi_2d_01,kucumse,4,3,217.4006504,12.48831937,239.6084811,203.7613736,56.25171393,6.475755238,58.68800091,1.731315193,sov,m,sporcuisadaminikucumsedi,2,2d,1,verb,-67.9099166
784,1,sovm4_tacir_hirsizi_bicakladi_2b_01,tacir,1,1,219.5596498,1.180330865,221.4774976,218.2846634,58.79703992,1.380054515,59.88494494,0.583015873,sov,m,tacirhirsizibicakladi,19,2b,1,subject,-51.3147971
785,1,sovm4_tacir_hirsizi_bicakladi_2b_01,tacir,1,2,218.9094831,45.67579405,297.2334569,145.6884432,55.69047164,4.503154893,59.66498853,0.583015873,sov,m,tacirhirsizibicakladi,19,2b,1,subject,-51.3147971
786,1,sovm4_tacir_hirsizi_bicakladi_2b_01,tacir,1,3,200.6646686,NA,252.7254436,170.044913,55.69047164,6.520681133,51.23365762,0.583015873,sov,m,tacirhirsizibicakladi,19,2b,1,subject,-51.3147971
787,1,sovm4_tacir_hirsizi_bicakladi_2b_01,hirsiz,2,1,237.4180486,12.81983271,251.9835205,214.1201188,59.1001626,2.748644827,61.14460356,0.916870748,sov,m,tacirhirsizibicakladi,19,2b,1,object,-51.3147971
788,1,sovm4_tacir_hirsizi_bicakladi_2b_01,hirsiz,2,2,226.5507425,17.73695185,239.792521,208.4377303,51.34448551,2.565876168,55.62891827,0.916870748,sov,m,tacirhirsizibicakladi,19,2b,1,object,-51.3147971
789,1,sovm4_tacir_hirsizi_bicakladi_2b_01,hirsiz,2,3,212.8494553,12.9495799,230.1461245,196.407861,51.34448551,2.569090451,57.0736461,0.916870748,sov,m,tacirhirsizibicakladi,19,2b,1,object,-51.3147971
790,1,sovm4_tacir_hirsizi_bicakladi_2b_01,bicakla,4,1,264.1642524,14.78478428,277.1345971,241.0551433,52.25609695,4.877515904,56.40054126,1.439410431,sov,m,tacirhirsizibicakladi,19,2b,1,verb,-51.3147971
791,1,sovm4_tacir_hirsizi_bicakladi_2b_01,bicakla,4,2,252.2682829,4.762604258,258.2408034,247.0417912,54.29607386,9.269710101,58.51780638,1.439410431,sov,m,tacirhirsizibicakladi,19,2b,1,verb,-51.3147971
792,1,sovm4_tacir_hirsizi_bicakladi_2b_01,bicakla,4,3,235.8751644,5.456411619,240.7701575,224.8931487,54.29607386,9.115641575,57.86421243,1.439410431,sov,m,tacirhirsizibicakladi,19,2b,1,verb,-51.3147971
793,1,sovm5_balikci_kasabi_azarladi_2a_01,balikci,1,1,224.8126532,1.653526547,226.8134498,223.1959832,63.58879,1.431845801,64.92832839,0.400725624,sov,m,balikcikasabiazarladi,29,2a,1,subject,-17.4633371
794,1,sovm5_balikci_kasabi_azarladi_2a_01,balikci,1,2,227.5926244,1.719329232,229.0090468,225.315392,57.86069468,11.5800445,63.14090829,0.400725624,sov,m,balikcikasabiazarladi,29,2a,1,subject,-17.4633371
795,1,sovm5_balikci_kasabi_azarladi_2a_01,balikci,1,3,283.4438586,0.548267378,284.18651,283.134206,57.86069468,10.40498929,59.88095361,0.400725624,sov,m,balikcikasabiazarladi,29,2a,1,subject,-17.4633371
796,1,sovm5_balikci_kasabi_azarladi_2a_01,kasab,2,1,264.6369519,21.17163839,284.472172,247.8145603,53.75483125,7.5122254,58.80748764,0.786734694,sov,m,balikcikasabiazarladi,29,2a,1,object,-17.4633371
797,1,sovm5_balikci_kasabi_azarladi_2a_01,kasab,2,2,234.2006611,9.42900326,247.8145603,225.2444687,55.21502522,6.024426551,60.17943105,0.786734694,sov,m,balikcikasabiazarladi,29,2a,1,object,-17.4633371
798,1,sovm5_balikci_kasabi_azarladi_2a_01,kasab,2,3,212.9945759,21.30691789,245.5858868,187.5803628,55.21502522,4.71834155,62.22335421,0.786734694,sov,m,balikcikasabiazarladi,29,2a,1,object,-17.4633371
799,1,sovm5_balikci_kasabi_azarladi_2a_01,azarla,4,1,230.457913,10.41747803,239.0785128,214.4714867,60.21217373,2.914308447,63.25503153,1.316394558,sov,m,balikcikasabiazarladi,29,2a,1,verb,-17.4633371
800,1,sovm5_balikci_kasabi_azarladi_2a_01,azarla,4,2,224.2310333,3.358950947,230.3835137,220.8467578,62.62019776,0.782731372,63.47932778,1.316394558,sov,m,balikcikasabiazarladi,29,2a,1,verb,-17.4633371
801,1,sovm5_balikci_kasabi_azarladi_2a_01,azarla,4,3,217.5404067,2.257857689,220.8467578,211.4056076,62.62019776,1.221055908,61.5662438,1.316394558,sov,m,balikcikasabiazarladi,29,2a,1,verb,-17.4633371
802,1,sovm5_buyukbaba_cocugu_izledi_2b_01,buyukbaba,1,1,269.7843713,10.14675309,283.4501031,255.9354042,61.06169283,10.42609069,64.27860979,0.560884354,sov,m,buyukbabacocuguizledi,40,2b,1,subject,-36.9629544
803,1,sovm5_buyukbaba_cocugu_izledi_2b_01,buyukbaba,1,2,215.5744799,21.61080583,245.4232646,188.414298,53.04618561,11.53516845,58.00201539,0.560884354,sov,m,buyukbabacocuguizledi,40,2b,1,subject,-36.9629544
